file_stem,image_found,json_found,image_count,json_count,image_path,json_path,status
0822_1964_39_00000048_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0822\0822_1964_39_00000048_F.png,,MISSING_JSON
0822_1964_39_00000048_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0822\0822_1964_39_00000048_f.json,MISSING_IMAGE
0826_1976_10_00000014_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0826\0826_1976_10_00000014_F.png,,MISSING_JSON
0826_1976_10_00000014_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0826\0826_1976_10_00000014_f.json,MISSING_IMAGE
0827_1976_41_00000006_D,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0827\0827_1976_41_00000006_D.png,,MISSING_JSON
0827_1976_41_00000006_d,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0827\0827_1976_41_00000006_d.json,MISSING_IMAGE
0827_1976_44_00000013_D,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0827\0827_1976_44_00000013_D.png,,MISSING_JSON
0827_1976_44_00000013_d,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0827\0827_1976_44_00000013_d.json,MISSING_IMAGE
0867_1977_18_00000029_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0867\0867_1977_18_00000029_F.png,,MISSING_JSON
0867_1977_18_00000029_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0867\0867_1977_18_00000029_f.json,MISSING_IMAGE
0867_1977_23_00000034_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0867\0867_1977_23_00000034_F.png,,MISSING_JSON
0867_1977_23_00000034_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0867\0867_1977_23_00000034_f.json,MISSING_IMAGE
0867_1977_26_00000038_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0867\0867_1977_26_00000038_F.png,,MISSING_JSON
0867_1977_26_00000038_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0867\0867_1977_26_00000038_f.json,MISSING_IMAGE
0867_1977_26_00000040_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0867\0867_1977_26_00000040_F.png,,MISSING_JSON
0867_1977_26_00000040_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0867\0867_1977_26_00000040_f.json,MISSING_IMAGE
0867_1977_27_00000041_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0867\0867_1977_27_00000041_F.png,,MISSING_JSON
0867_1977_27_00000041_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0867\0867_1977_27_00000041_f.json,MISSING_IMAGE
0867_1977_28_00000042_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0867\0867_1977_28_00000042_F.png,,MISSING_JSON
0867_1977_28_00000042_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0867\0867_1977_28_00000042_f.json,MISSING_IMAGE
0867_1977_29_00000044_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0867\0867_1977_29_00000044_F.png,,MISSING_JSON
0867_1977_29_00000044_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0867\0867_1977_29_00000044_f.json,MISSING_IMAGE
0867_1977_35_00000045_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0867\0867_1977_35_00000045_F.png,,MISSING_JSON
0867_1977_35_00000045_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0867\0867_1977_35_00000045_f.json,MISSING_IMAGE
0867_1977_37_00000046_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0867\0867_1977_37_00000046_F.png,,MISSING_JSON
0867_1977_37_00000046_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0867\0867_1977_37_00000046_f.json,MISSING_IMAGE
0867_1977_42_00000004_D,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0867\0867_1977_42_00000004_D.png,,MISSING_JSON
0867_1977_42_00000004_d,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0867\0867_1977_42_00000004_d.json,MISSING_IMAGE
0867_1977_43_00000005_D,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0867\0867_1977_43_00000005_D.png,,MISSING_JSON
0867_1977_43_00000005_d,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0867\0867_1977_43_00000005_d.json,MISSING_IMAGE
0867_1977_46_00000014_D,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0867\0867_1977_46_00000014_D.png,,MISSING_JSON
0867_1977_46_00000014_d,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0867\0867_1977_46_00000014_d.json,MISSING_IMAGE
0867_1977_46_00000016_D,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0867\0867_1977_46_00000016_D.png,,MISSING_JSON
0867_1977_46_00000016_d,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0867\0867_1977_46_00000016_d.json,MISSING_IMAGE
0875_2002_20_00000025_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0875\0875_2002_20_00000025_D.json,MISSING_IMAGE
0875_2002_20_00000025_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0875\0875_2002_20_00000025_d.png,,MISSING_JSON
0886_1965_19_00000024_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0886\0886_1965_19_00000024_F.png,,MISSING_JSON
0886_1965_19_00000024_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0886\0886_1965_19_00000024_f.json,MISSING_IMAGE
0886_1965_31_00000038_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0886\0886_1965_31_00000038_F.png,,MISSING_JSON
0886_1965_31_00000038_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0886\0886_1965_31_00000038_f.json,MISSING_IMAGE
0886_1965_36_00000045_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0886\0886_1965_36_00000045_F.png,,MISSING_JSON
0886_1965_36_00000045_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0886\0886_1965_36_00000045_f.json,MISSING_IMAGE
0886_1965_49_00000005_D,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Training\01.원천데이터\TS_0886\0886_1965_49_00000005_D.png,,MISSING_JSON
0886_1965_49_00000005_d,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Training\02.라벨링데이터\TL_0886\0886_1965_49_00000005_d.json,MISSING_IMAGE
0929_2003_01_00000001_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_01_00000001_D.json,MISSING_IMAGE
0929_2003_01_00000001_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_01_00000001_d.png,,MISSING_JSON
0929_2003_01_00000002_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_01_00000002_D.json,MISSING_IMAGE
0929_2003_01_00000002_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_01_00000002_d.png,,MISSING_JSON
0929_2003_01_00000003_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_01_00000003_D.json,MISSING_IMAGE
0929_2003_01_00000003_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_01_00000003_d.png,,MISSING_JSON
0929_2003_01_00000004_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_01_00000004_D.json,MISSING_IMAGE
0929_2003_01_00000004_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_01_00000004_d.png,,MISSING_JSON
0929_2003_01_00000005_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_01_00000005_D.json,MISSING_IMAGE
0929_2003_01_00000005_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_01_00000005_d.png,,MISSING_JSON
0929_2003_01_00000006_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_01_00000006_D.json,MISSING_IMAGE
0929_2003_01_00000006_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_01_00000006_d.png,,MISSING_JSON
0929_2003_01_00000007_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_01_00000007_D.json,MISSING_IMAGE
0929_2003_01_00000007_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_01_00000007_d.png,,MISSING_JSON
0929_2003_01_00000008_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_01_00000008_D.json,MISSING_IMAGE
0929_2003_01_00000008_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_01_00000008_d.png,,MISSING_JSON
0929_2003_02_00000040_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_02_00000040_D.json,MISSING_IMAGE
0929_2003_02_00000040_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_02_00000040_d.png,,MISSING_JSON
0929_2003_03_00000049_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_03_00000049_D.json,MISSING_IMAGE
0929_2003_03_00000049_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_03_00000049_d.png,,MISSING_JSON
0929_2003_04_00000050_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_04_00000050_D.json,MISSING_IMAGE
0929_2003_04_00000050_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_04_00000050_d.png,,MISSING_JSON
0929_2003_10_00000009_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_10_00000009_D.json,MISSING_IMAGE
0929_2003_10_00000009_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_10_00000009_d.png,,MISSING_JSON
0929_2003_10_00000010_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_10_00000010_D.json,MISSING_IMAGE
0929_2003_10_00000010_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_10_00000010_d.png,,MISSING_JSON
0929_2003_10_00000011_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_10_00000011_D.json,MISSING_IMAGE
0929_2003_10_00000011_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_10_00000011_d.png,,MISSING_JSON
0929_2003_10_00000012_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_10_00000012_D.json,MISSING_IMAGE
0929_2003_10_00000012_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_10_00000012_d.png,,MISSING_JSON
0929_2003_11_00000013_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_11_00000013_D.json,MISSING_IMAGE
0929_2003_11_00000013_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_11_00000013_d.png,,MISSING_JSON
0929_2003_11_00000014_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_11_00000014_D.json,MISSING_IMAGE
0929_2003_11_00000014_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_11_00000014_d.png,,MISSING_JSON
0929_2003_11_00000015_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_11_00000015_D.json,MISSING_IMAGE
0929_2003_11_00000015_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_11_00000015_d.png,,MISSING_JSON
0929_2003_11_00000016_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_11_00000016_D.json,MISSING_IMAGE
0929_2003_11_00000016_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_11_00000016_d.png,,MISSING_JSON
0929_2003_12_00000017_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_12_00000017_D.json,MISSING_IMAGE
0929_2003_12_00000017_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_12_00000017_d.png,,MISSING_JSON
0929_2003_12_00000018_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_12_00000018_D.json,MISSING_IMAGE
0929_2003_12_00000018_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_12_00000018_d.png,,MISSING_JSON
0929_2003_12_00000019_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_12_00000019_D.json,MISSING_IMAGE
0929_2003_12_00000019_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_12_00000019_d.png,,MISSING_JSON
0929_2003_12_00000020_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_12_00000020_D.json,MISSING_IMAGE
0929_2003_12_00000020_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_12_00000020_d.png,,MISSING_JSON
0929_2003_13_00000021_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_13_00000021_D.json,MISSING_IMAGE
0929_2003_13_00000021_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_13_00000021_d.png,,MISSING_JSON
0929_2003_15_00000022_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_15_00000022_D.json,MISSING_IMAGE
0929_2003_15_00000022_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_15_00000022_d.png,,MISSING_JSON
0929_2003_16_00000023_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_16_00000023_D.json,MISSING_IMAGE
0929_2003_16_00000023_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_16_00000023_d.png,,MISSING_JSON
0929_2003_16_00000024_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_16_00000024_D.json,MISSING_IMAGE
0929_2003_16_00000024_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_16_00000024_d.png,,MISSING_JSON
0929_2003_16_00000025_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_16_00000025_D.json,MISSING_IMAGE
0929_2003_16_00000025_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_16_00000025_d.png,,MISSING_JSON
0929_2003_17_00000026_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_17_00000026_D.json,MISSING_IMAGE
0929_2003_17_00000026_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_17_00000026_d.png,,MISSING_JSON
0929_2003_17_00000027_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_17_00000027_D.json,MISSING_IMAGE
0929_2003_17_00000027_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_17_00000027_d.png,,MISSING_JSON
0929_2003_17_00000028_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_17_00000028_D.json,MISSING_IMAGE
0929_2003_17_00000028_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_17_00000028_d.png,,MISSING_JSON
0929_2003_17_00000029_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_17_00000029_D.json,MISSING_IMAGE
0929_2003_17_00000029_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_17_00000029_d.png,,MISSING_JSON
0929_2003_17_00000030_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_17_00000030_D.json,MISSING_IMAGE
0929_2003_17_00000030_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_17_00000030_d.png,,MISSING_JSON
0929_2003_18_00000031_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_18_00000031_D.json,MISSING_IMAGE
0929_2003_18_00000031_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_18_00000031_d.png,,MISSING_JSON
0929_2003_18_00000032_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_18_00000032_D.json,MISSING_IMAGE
0929_2003_18_00000032_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_18_00000032_d.png,,MISSING_JSON
0929_2003_19_00000033_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_19_00000033_D.json,MISSING_IMAGE
0929_2003_19_00000033_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_19_00000033_d.png,,MISSING_JSON
0929_2003_19_00000034_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_19_00000034_D.json,MISSING_IMAGE
0929_2003_19_00000034_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_19_00000034_d.png,,MISSING_JSON
0929_2003_19_00000035_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_19_00000035_D.json,MISSING_IMAGE
0929_2003_19_00000035_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_19_00000035_d.png,,MISSING_JSON
0929_2003_19_00000036_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_19_00000036_D.json,MISSING_IMAGE
0929_2003_19_00000036_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_19_00000036_d.png,,MISSING_JSON
0929_2003_19_00000037_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_19_00000037_D.json,MISSING_IMAGE
0929_2003_19_00000037_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_19_00000037_d.png,,MISSING_JSON
0929_2003_19_00000038_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_19_00000038_D.json,MISSING_IMAGE
0929_2003_19_00000038_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_19_00000038_d.png,,MISSING_JSON
0929_2003_19_00000039_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_19_00000039_D.json,MISSING_IMAGE
0929_2003_19_00000039_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_19_00000039_d.png,,MISSING_JSON
0929_2003_20_00000041_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_20_00000041_D.json,MISSING_IMAGE
0929_2003_20_00000041_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_20_00000041_d.png,,MISSING_JSON
0929_2003_20_00000042_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_20_00000042_D.json,MISSING_IMAGE
0929_2003_20_00000042_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_20_00000042_d.png,,MISSING_JSON
0929_2003_20_00000043_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_20_00000043_D.json,MISSING_IMAGE
0929_2003_20_00000043_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_20_00000043_d.png,,MISSING_JSON
0929_2003_20_00000044_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_20_00000044_D.json,MISSING_IMAGE
0929_2003_20_00000044_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_20_00000044_d.png,,MISSING_JSON
0929_2003_20_00000045_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_20_00000045_D.json,MISSING_IMAGE
0929_2003_20_00000045_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_20_00000045_d.png,,MISSING_JSON
0929_2003_20_00000046_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_20_00000046_D.json,MISSING_IMAGE
0929_2003_20_00000046_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_20_00000046_d.png,,MISSING_JSON
0929_2003_20_00000047_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_20_00000047_D.json,MISSING_IMAGE
0929_2003_20_00000047_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_20_00000047_d.png,,MISSING_JSON
0929_2003_20_00000048_D,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0929\0929_2003_20_00000048_D.json,MISSING_IMAGE
0929_2003_20_00000048_d,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0929\0929_2003_20_00000048_d.png,,MISSING_JSON
0986_1997_02_00000042_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0986\0986_1997_02_00000042_F.png,,MISSING_JSON
0986_1997_02_00000042_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0986\0986_1997_02_00000042_f.json,MISSING_IMAGE
0986_1997_04_00000043_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0986\0986_1997_04_00000043_F.png,,MISSING_JSON
0986_1997_04_00000043_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0986\0986_1997_04_00000043_f.json,MISSING_IMAGE
0986_1997_05_00000044_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0986\0986_1997_05_00000044_F.png,,MISSING_JSON
0986_1997_05_00000044_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0986\0986_1997_05_00000044_f.json,MISSING_IMAGE
0986_1997_05_00000045_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0986\0986_1997_05_00000045_F.png,,MISSING_JSON
0986_1997_05_00000045_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0986\0986_1997_05_00000045_f.json,MISSING_IMAGE
0986_1997_05_00000046_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0986\0986_1997_05_00000046_F.png,,MISSING_JSON
0986_1997_05_00000046_f,False,True,0,1,,C:\Users\USER\Desktop\new_face\extracted\Validation\02.라벨링데이터\VL_0986\0986_1997_05_00000046_f.json,MISSING_IMAGE
0986_1997_05_00000047_F,True,False,1,0,C:\Users\USER\Desktop\new_face\extracted\Validation\01.원천데이터\VS_0986\0986_1997_05_00000047_F.png,,MISSING_JSON
